date,home_team,away_team,home_win_odds,draw_odds,away_win_odds,over_2_5_odds,under_2_5_odds,both_score_yes,both_score_no
2025-12-20,Brighton,Sunderland,1.84,3.80,4.40,1.83,1.97,1.77,2.02
